configuration,epoch,optimizer_update,mean_total_training_loss,mean_scene_loss,mean_ip_loss,ip_loss_semantics,ending_learning_rate,validation_retrieval_loss,mean_source_separation_margin,patience,final_selected_checkpoint
cfg_intensity_20,135,10260,1.135173884,1.118419925,0.01675395857,raw,0.0002620263035,0.3867808878,0.2834474444,1,false
cfg_intensity_20,140,10640,1.118568295,1.102018483,0.01654981082,raw,0.0002265259209,0.3833094537,0.2840979695,0,true
cfg_intensity_20,145,11020,1.101173793,1.084341071,0.01683272028,raw,0.0001928936437,0.3851469457,0.2843879163,1,false
cfg_intensity_20,150,11400,1.094013883,1.077323307,0.01669057452,raw,0.0001613592142,0.3875288367,0.2836358547,2,false
cfg_intensity_20,155,11780,1.082780169,1.066257288,0.01652288156,raw,0.0001321380447,0.3881624937,0.2841159701,3,false
cfg_intensity_20,160,12160,1.076704332,1.060028213,0.0166761193,raw,0.0001054297453,0.3908097446,0.284173578,4,false
cfg_ema_990,5,380,4.616575773,3.934532597,0.6820431821,raw,0.0005,1.278948665,0.1299272478,0,false
cfg_ema_990,10,760,2.524524434,2.443853595,0.08067084145,raw,0.001,0.8611139059,0.1719881296,0,false
cfg_ema_990,15,1140,1.909016996,1.872385879,0.03663111842,raw,0.0009982922465,0.5999522209,0.2074078918,0,false
cfg_ema_990,20,1520,1.579728354,1.549914736,0.02981361542,raw,0.0009931806517,0.5450344086,0.2205016911,0,false
cfg_ema_990,25,1900,1.412137525,1.384055092,0.02808243045,raw,0.000984700133,0.5068134069,0.2308612466,0,false
cfg_ema_990,30,2280,1.322676972,1.297311634,0.02536533792,raw,0.0009729086209,0.4711663425,0.2413177043,0,false
cfg_ema_990,35,2660,1.249246965,1.225355949,0.02389101846,raw,0.0009578866633,0.4589584768,0.2433053553,0,false
cfg_ema_990,40,3040,1.214767988,1.191449866,0.02331812347,raw,0.0009397368756,0.4745590687,0.242835775,1,false
cfg_ema_990,45,3420,1.185433147,1.162795173,0.02263797228,raw,0.0009185832391,0.4609532952,0.2489052266,2,false
cfg_ema_990,50,3800,1.1599442,1.138060364,0.02188383599,raw,0.0008945702547,0.4489240944,0.2509890795,0,true
cfg_ema_990,55,4180,1.145449057,1.124498795,0.02095026229,raw,0.0008678619553,0.4604552984,0.2505233884,1,false
cfg_ema_990,60,4560,1.135664395,1.114934402,0.02072999504,raw,0.0008386407858,0.4503522813,0.2552596033,2,false
cfg_ema_990,65,4940,1.131043351,1.110588604,0.02045474779,raw,0.0008071063563,0.469417423,0.2512077391,3,false
cfg_ema_990,70,5320,1.127440582,1.107109483,0.02033109674,raw,0.0007734740791,0.4547556937,0.2549601495,4,false
cfg_ip_0,5,380,6.337659036,6.337659036,1.375817823,raw,0.0005,2.142513037,0.1088320315,0,false
cfg_ip_0,10,760,4.698133851,4.698133851,1.355774403,raw,0.001,1.42521739,0.1511888206,0,false
cfg_ip_0,15,1140,3.600305301,3.600305301,1.383294697,raw,0.0009982922465,0.9947463274,0.1896538287,0,false
cfg_ip_0,20,1520,2.902563729,2.902563729,1.361473907,raw,0.0009931806517,0.7261163592,0.2232809067,0,false
cfg_ip_0,25,1900,2.47210253,2.47210253,1.366206701,raw,0.000984700133,0.6414338946,0.2361915261,0,false
cfg_ip_0,30,2280,2.189512042,2.189512042,1.369177248,raw,0.0009729086209,0.5798198581,0.2479998767,0,false
cfg_ip_0,35,2660,2.00709646,2.00709646,1.395046516,raw,0.0009578866633,0.5071561337,0.2570835948,0,false
cfg_ip_0,40,3040,1.863930537,1.863930537,1.377699277,raw,0.0009397368756,0.4836285412,0.2647652924,0,false
cfg_ip_0,45,3420,1.747454835,1.747454835,1.382985212,raw,0.0009185832391,0.456246078,0.270531863,0,false
cfg_ip_0,50,3800,1.664499727,1.664499727,1.396388676,raw,0.0008945702547,0.4547666311,0.2730127871,0,false
cfg_ip_0,55,4180,1.588808667,1.588808667,1.40429902,raw,0.0008678619553,0.4474352896,0.2734644413,0,false
cfg_ip_0,60,4560,1.517783119,1.517783119,1.396524182,raw,0.0008386407858,0.4281956553,0.2779108882,0,false
cfg_ip_0,65,4940,1.461909675,1.461909675,1.386397645,raw,0.0008071063563,0.4079431593,0.2834083438,0,false
cfg_ip_0,70,5320,1.41037176,1.41037176,1.386530812,raw,0.0007734740791,0.3997303843,0.2871114612,0,false
cfg_ip_0,75,5700,1.361146186,1.361146186,1.379563198,raw,0.0007379736965,0.3846966922,0.2891278565,0,false
cfg_ip_0,80,6080,1.321821899,1.321821899,1.40546794,raw,0.0007008477123,0.3870984614,0.2879253328,1,false
cfg_ip_0,85,6460,1.289043472,1.289043472,1.39632856,raw,0.0006623497346,0.3888537586,0.2898460329,2,false
cfg_ip_0,90,6840,1.256339784,1.256339784,1.394340905,raw,0.0006227427436,0.3817890584,0.2915056646,0,false
cfg_ip_0,95,7220,1.227540675,1.227540675,1.384780639,raw,0.0005822972951,0.3740556836,0.293296814,0,false
cfg_ip_0,100,7600,1.203111586,1.203111586,1.385452838,raw,0.0005412896727,0.3862000406,0.2910356224,1,false
cfg_ip_0,105,7980,1.176353451,1.176353451,1.390318462,raw,0.0005,0.3677038848,0.2947104573,0,false
cfg_ip_0,110,8360,1.157757039,1.157757039,1.366490978,raw,0.0004587103273,0.3804609179,0.2923822999,1,false
cfg_ip_0,115,8740,1.133814617,1.133814617,1.361677545,raw,0.0004177027049,0.3672296405,0.2956995964,0,true
cfg_ip_0,120,9120,1.117705212,1.117705212,1.381207108,raw,0.0003772572564,0.3746147454,0.2949007154,1,false
cfg_ip_0,125,9500,1.102189023,1.102189023,1.372422529,raw,0.0003376502654,0.3727151752,0.2956283092,2,false
cfg_ip_0,130,9880,1.085452681,1.085452681,1.394117574,raw,0.0002991522877,0.37696293,0.2950229049,3,false
cfg_ip_0,135,10260,1.07226673,1.07226673,1.360029799,raw,0.0002620263035,0.3763515055,0.2964419127,4,false
cfg_lr_2,5,380,6.418421956,5.90421678,0.5142051889,raw,0.001,1.807419538,0.1112328172,0,false
cfg_lr_2,10,760,4.364699211,4.317399015,0.04730019349,raw,0.002,0.9527645707,0.1756328642,0,false
cfg_lr_2,15,1140,3.299069917,3.266294533,0.03277537698,raw,0.001996584493,0.6571661234,0.2157197893,0,false
cfg_lr_2,20,1520,2.682714908,2.653655007,0.02905989973,raw,0.001986361303,0.5294953585,0.236808449,0,false
cfg_lr_2,25,1900,2.33250961,2.306490572,0.02601903032,raw,0.001969400266,0.4819936752,0.2490448952,0,false
cfg_lr_2,30,2280,2.103437945,2.079237813,0.0242001335,raw,0.001945817242,0.4431517422,0.2568286955,0,false
cfg_lr_2,35,2660,1.933525582,1.910682792,0.02284278771,raw,0.001915773327,0.4089254439,0.2637094855,0,false
cfg_lr_2,40,3040,1.806714605,1.78476039,0.02195421239,raw,0.001879473751,0.3993287981,0.2700266242,0,false
cfg_lr_2,45,3420,1.69698674,1.675576103,0.02141063789,raw,0.001837166478,0.3821539283,0.272911042,0,false
cfg_lr_2,50,3800,1.61621051,1.595351898,0.02085861404,raw,0.001789140509,0.3776644468,0.2723961771,0,false
cfg_lr_2,55,4180,1.544920716,1.52457181,0.02034890759,raw,0.001735723911,0.3727950752,0.2752329111,0,false
cfg_lr_2,60,4560,1.48015727,1.460220439,0.01993682833,raw,0.001677281572,0.3589936495,0.2783258855,0,false
cfg_lr_2,65,4940,1.422681956,1.402720842,0.01996111373,raw,0.001614212713,0.3611440361,0.2794650495,1,false
cfg_lr_2,70,5320,1.374937894,1.35575546,0.01918243537,raw,0.001546948158,0.3494285643,0.2824999392,0,false
cfg_lr_2,75,5700,1.332584907,1.313770827,0.01881408018,raw,0.001475947393,0.3448995352,0.2842673659,0,false
cfg_lr_2,80,6080,1.297286081,1.278775364,0.01851071785,raw,0.001401695425,0.3588481247,0.2835392654,1,false
cfg_lr_2,85,6460,1.260567323,1.242578387,0.017988933,raw,0.001324699469,0.3443813026,0.2856522501,0,false
cfg_lr_2,90,6840,1.232378327,1.214400495,0.01797783201,raw,0.001245485487,0.3470212519,0.2852683961,1,false
cfg_lr_2,95,7220,1.205639648,1.188050907,0.01758874454,raw,0.00116459459,0.3546037674,0.2860309482,2,false
cfg_lr_2,100,7600,1.178465857,1.161089507,0.01737634795,raw,0.001082579345,0.3456660211,0.2867615521,3,false
cfg_lr_2,105,7980,1.15064195,1.133321092,0.01732085753,raw,0.001,0.3432392776,0.2889378965,0,true
cfg_lr_2,110,8360,1.13613391,1.119252147,0.01688176499,raw,0.0009174206545,0.3477885425,0.2882044017,1,false
cfg_lr_2,115,8740,1.112727748,1.09582336,0.01690438731,raw,0.0008354054097,0.3472467363,0.2886946797,2,false
cfg_lr_2,120,9120,1.097839573,1.081037028,0.0168025437,raw,0.0007545145129,0.3482458591,0.2878934443,3,false
cfg_lr_2,125,9500,1.083196628,1.066523591,0.01667303838,raw,0.0006753005308,0.3438609838,0.2897363901,4,false
cfg_lr_3,5,380,6.013410296,5.578779305,0.4346309986,raw,0.0015,1.426351786,0.1283903271,0,false
cfg_lr_3,10,760,4.168869309,4.126629482,0.04223983054,raw,0.003,0.8222945929,0.1879496127,0,false
cfg_lr_3,15,1140,3.14965903,3.117710381,0.03194864835,raw,0.00299487674,0.5755079389,0.2249828279,0,false
cfg_lr_3,20,1520,2.561864195,2.534851707,0.0270124889,raw,0.002979541955,0.4937849045,0.2442528605,0,false
cfg_lr_3,25,1900,2.253356454,2.228407313,0.02494913712,raw,0.002954100399,0.4440654516,0.2525000274,0,false
cfg_lr_3,30,2280,2.051119015,2.027999562,0.02311945018,raw,0.002918725863,0.422419697,0.2618935704,0,false
cfg_lr_3,35,2660,1.898916965,1.876125989,0.0227909775,raw,0.00287365999,0.3759697378,0.2720312476,0,false
cfg_lr_3,40,3040,1.782593753,1.760728979,0.02186476917,raw,0.002819210627,0.3669081032,0.2736501992,0,false
cfg_lr_3,45,3420,1.68369131,1.662874021,0.02081728677,raw,0.002755749717,0.360717535,0.2762522101,0,false
cfg_lr_3,50,3800,1.596896147,1.576507606,0.02038854141,raw,0.002683710764,0.3677892685,0.2761517465,1,false
cfg_lr_3,55,4180,1.530740734,1.511026848,0.01971388728,raw,0.002603585866,0.359687984,0.2814078331,0,false
cfg_lr_3,60,4560,1.466297466,1.44691554,0.01938192345,raw,0.002515922357,0.350110203,0.2804408073,0,false
cfg_lr_3,65,4940,1.413396276,1.394877911,0.01851836621,raw,0.002421319069,0.359262079,0.2815787792,1,false
cfg_lr_3,70,5320,1.374124292,1.355555149,0.01856914421,raw,0.002320422237,0.3514688909,0.282386601,2,false
cfg_lr_3,75,5700,1.319723003,1.301566341,0.01815666155,raw,0.00221392109,0.3601553738,0.280798465,3,false
cfg_lr_3,80,6080,1.284790933,1.26689541,0.0178955212,raw,0.002102543137,0.3419908583,0.2853881717,0,false
cfg_lr_3,85,6460,1.251031261,1.233462723,0.01756853722,raw,0.001987049204,0.3472306728,0.2840830386,1,false
cfg_lr_3,90,6840,1.223331599,1.205816997,0.01751460229,raw,0.001868228231,0.3450755775,0.2852488458,2,false
cfg_lr_3,95,7220,1.197874774,1.180792699,0.0170820734,raw,0.001746891885,0.33980003,0.2880838513,0,false
cfg_lr_3,100,7600,1.172770908,1.155772273,0.01699863331,raw,0.001623869018,0.3383195102,0.2880096138,0,false
cfg_lr_3,105,7980,1.147847833,1.131243929,0.01660390499,raw,0.0015,0.3396419883,0.2875046432,1,false
cfg_lr_3,110,8360,1.128446356,1.111763448,0.01668290562,raw,0.001376130982,0.3318019807,0.289395839,0,true
cfg_lr_3,115,8740,1.115359174,1.098694918,0.01666425404,raw,0.001253108115,0.3468103707,0.2858249247,1,false
cfg_lr_3,120,9120,1.094199403,1.077764348,0.01643505327,raw,0.001131771769,0.3425739706,0.28759408,2,false
cfg_lr_3,125,9500,1.083442592,1.067264834,0.01617775658,raw,0.001012950796,0.3433100879,0.2879277468,3,false
cfg_lr_3,130,9880,1.071481763,1.055359447,0.01612231591,raw,0.000897456863,0.3426384628,0.2889673114,4,false
cfg_lr_10,5,380,5.799704135,5.534671719,0.2650324099,raw,0.005,1.351620197,0.1239102483,0,false
cfg_lr_10,10,760,3.91482648,3.876288398,0.03853808846,raw,0.01,0.8023992181,0.1802845597,0,false
cfg_lr_10,15,1140,3.231349024,3.197650883,0.03369814314,raw,0.009982922465,0.6739940047,0.1954886615,0,false
cfg_lr_10,20,1520,2.831690266,2.796942928,0.03474733505,raw,0.009931806517,0.5826702714,0.2100836188,0,false
cfg_lr_10,25,1900,2.519521897,2.487054344,0.03246755388,raw,0.00984700133,0.5451068282,0.2178792953,0,false
cfg_lr_10,30,2280,2.279825775,2.252387037,0.02743874157,raw,0.009729086209,0.5157070756,0.2265819758,0,false
cfg_lr_10,35,2660,2.111300473,2.084234838,0.02706564354,raw,0.009578866633,0.5059423447,0.2291457355,0,true
cfg_lr_10,40,3040,2.013701387,1.98748753,0.02621385738,raw,0.009397368756,0.5148961544,0.2279797792,1,false
cfg_lr_10,45,3420,1.918033892,1.892388178,0.02564571536,raw,0.009185832391,0.5154473782,0.2300166488,2,false
cfg_lr_10,50,3800,1.84316833,1.818267528,0.02490080409,raw,0.008945702547,0.5351154208,0.2268164456,3,false
cfg_lr_10,55,4180,1.769442412,1.744851295,0.02459111447,raw,0.008678619553,0.5166483521,0.2312564105,4,false
